Namespace(init_path='UniRep/1900_weights', n_layers=1, num_iters=1000, rnn_size=1900, save_dir='1000_iters_hs1900_nl4_pt', site_loss=True)
Uniprot data had already been processed. Loading from csv
WARNING:tensorflow:From /clusterfs/mhg/sprasad/CTA/geometries/UniRep_finetune_forest/UniRep/unirep.py:113: calling l2_normalize (from tensorflow.python.ops.nn_impl) with dim is deprecated and will be removed in a future version.
Instructions for updating:
dim is deprecated, use axis instead
2020-05-07 14:24:01.554219: E tensorflow/stream_executor/cuda/cuda_driver.cc:300] failed call to cuInit: CUDA_ERROR_NO_DEVICE: no CUDA-capable device is detected
2020-05-07 14:24:01.554309: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:150] kernel driver does not appear to be running on this host (n0071.mhg0): /proc/driver/nvidia/version does not exist
Size of training data: 49839, size of test data: 12460
WARNING:tensorflow:From /global/software/sl-7.x86_64/modules/apps/ml/tensorflow/1.12.0-py36/lib/python3.6/site-packages/tensorflow/python/ops/sparse_ops.py:1165: sparse_to_dense (from tensorflow.python.ops.sparse_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Create a `tf.sparse.SparseTensor` and use `tf.sparse.to_dense` instead.
WARNING:tensorflow:From /clusterfs/mhg/sprasad/CTA/geometries/UniRep_finetune_forest/UniRep/data_utils.py:190: group_by_window (from tensorflow.contrib.data.python.ops.grouping) is deprecated and will be removed in a future version.
Instructions for updating:
Use `tf.data.experimental.group_by_window(...)`.
START OF TRAINING FOR 1000 ITERATIONS
Iteration 0, loss 2.5929672718048096, site loss 1.0676860809326172
Iteration 808, loss 1.3762779235839844, site loss 0.009997401386499405
Iteration 809, loss 1.3329875469207764, site loss 0.008596193045377731
Iteration 810, loss 1.3897262811660767, site loss 0.0105760358273983
Iteration 811, loss 1.3978537321090698, site loss 0.012723175808787346
Iteration 812, loss 1.4166717529296875, site loss 0.01090359129011631
Iteration 813, loss 1.3280112743377686, site loss 0.00932843517512083
Iteration 814, loss 1.322959542274475, site loss 0.00996508076786995
Iteration 815, loss 1.3917266130447388, site loss 0.011329407803714275
Iteration 816, loss 1.3649877309799194, site loss 0.008556611835956573
Iteration 817, loss 1.404971957206726, site loss 0.009916606359183788
Iteration 818, loss 1.3370566368103027, site loss 0.009999969974160194
Iteration 819, loss 1.3309729099273682, site loss 0.00975927896797657
Iteration 820, loss 1.2592105865478516, site loss 0.008411471731960773
Iteration 821, loss 1.3150908946990967, site loss 0.0086077144369483
Iteration 822, loss 1.2818676233291626, site loss 0.009575513191521168
Iteration 823, loss 1.3213616609573364, site loss 0.008841641247272491
Iteration 824, loss 1.2635148763656616, site loss 0.007626544218510389
Iteration 825, loss 1.358016848564148, site loss 0.010943571105599403
Iteration 826, loss 1.3140966892242432, site loss 0.00976129062473774
Iteration 827, loss 1.3235526084899902, site loss 0.01097808312624693
Iteration 828, loss 1.338038444519043, site loss 0.010882909409701824
Iteration 829, loss 1.3203320503234863, site loss 0.010509194806218147
Iteration 830, loss 1.2371959686279297, site loss 0.010206506587564945
Iteration 831, loss 1.3035190105438232, site loss 0.009274063631892204
Iteration 832, loss 1.314819097518921, site loss 0.007944336161017418
Iteration 833, loss 1.363776445388794, site loss 0.010538510978221893
Iteration 834, loss 1.4006330966949463, site loss 0.010041678324341774
Iteration 835, loss 1.3188776969909668, site loss 0.010377759113907814
Iteration 836, loss 1.3020840883255005, site loss 0.008974157273769379
Iteration 837, loss 1.3590576648712158, site loss 0.011824799701571465
Iteration 838, loss 1.3291709423065186, site loss 0.01019596029073
Iteration 839, loss 1.326526403427124, site loss 0.008535010740160942
Iteration 840, loss 1.2585057020187378, site loss 0.00892011821269989
Iteration 841, loss 1.3549164533615112, site loss 0.008883077651262283
Iteration 842, loss 1.2662460803985596, site loss 0.00914300698786974
Iteration 843, loss 1.286407232284546, site loss 0.00968351773917675
Iteration 844, loss 1.3250362873077393, site loss 0.010381504893302917
Iteration 845, loss 1.3363072872161865, site loss 0.009713323786854744
Iteration 846, loss 1.324540138244629, site loss 0.009450490586459637
Iteration 847, loss 1.3353804349899292, site loss 0.010912442579865456
Iteration 848, loss 1.3120907545089722, site loss 0.008867576718330383
Iteration 849, loss 1.3073387145996094, site loss 0.010885040275752544
Iteration 850, loss 1.2819652557373047, site loss 0.007822760380804539
Iteration 851, loss 1.2300714254379272, site loss 0.0076400404796004295
Iteration 852, loss 1.3558580875396729, site loss 0.010681241750717163
Iteration 853, loss 1.175909399986267, site loss 0.007132916245609522
Iteration 854, loss 1.306680679321289, site loss 0.008961314335465431
Iteration 855, loss 1.2528300285339355, site loss 0.009973552078008652
Iteration 856, loss 1.3777786493301392, site loss 0.011288536712527275
Iteration 857, loss 1.2550785541534424, site loss 0.008075087331235409
Iteration 858, loss 1.2587573528289795, site loss 0.010183151811361313
Iteration 859, loss 1.227308988571167, site loss 0.007852491922676563
Iteration 860, loss 1.1910521984100342, site loss 0.008254284970462322
Iteration 861, loss 1.2225518226623535, site loss 0.007449878845363855
Iteration 862, loss 1.2189024686813354, site loss 0.008037304505705833
Iteration 863, loss 1.2552025318145752, site loss 0.007762435358017683
Iteration 864, loss 1.3066262006759644, site loss 0.011014392599463463
Iteration 865, loss 1.3275642395019531, site loss 0.010551253333687782
Iteration 866, loss 1.2407832145690918, site loss 0.008641215972602367
Iteration 867, loss 1.2895684242248535, site loss 0.009241213090717793
Iteration 868, loss 1.2467336654663086, site loss 0.008869780227541924
Iteration 869, loss 1.329480528831482, site loss 0.009071039035916328
Iteration 870, loss 1.2339885234832764, site loss 0.009625482372939587
Iteration 871, loss 1.2470628023147583, site loss 0.008457111194729805
Iteration 872, loss 1.2945306301116943, site loss 0.01032663881778717
Iteration 873, loss 1.3020009994506836, site loss 0.01080147735774517
Iteration 874, loss 1.2900476455688477, site loss 0.01121826097369194
Iteration 875, loss 1.32502019405365, site loss 0.009831544943153858
Iteration 876, loss 1.301793098449707, site loss 0.00843241810798645
Iteration 877, loss 1.3058483600616455, site loss 0.009436366148293018
Iteration 878, loss 1.285401701927185, site loss 0.00960986316204071
Iteration 879, loss 1.2293760776519775, site loss 0.007847454398870468
Iteration 880, loss 1.1982237100601196, site loss 0.007663071155548096
Iteration 881, loss 1.3036091327667236, site loss 0.008995870128273964
Iteration 882, loss 1.2185837030410767, site loss 0.007693345192819834
Iteration 883, loss 1.263275384902954, site loss 0.008264534175395966
Iteration 884, loss 1.2079613208770752, site loss 0.009519544430077076
Iteration 885, loss 1.1677403450012207, site loss 0.00811050832271576
Iteration 886, loss 1.3011963367462158, site loss 0.00828648917376995
Iteration 887, loss 1.2925910949707031, site loss 0.008603180758655071
Iteration 888, loss 1.332970380783081, site loss 0.008719321340322495
Iteration 889, loss 1.2688491344451904, site loss 0.007163085043430328
Iteration 890, loss 1.300250768661499, site loss 0.006483887787908316
Iteration 891, loss 1.2836198806762695, site loss 0.008426858112215996
Iteration 892, loss 1.308170199394226, site loss 0.008999498561024666
Iteration 893, loss 1.2995792627334595, site loss 0.00992119126021862
Iteration 894, loss 1.2836859226226807, site loss 0.009222777560353279
Iteration 895, loss 1.263839840888977, site loss 0.009521527215838432
Iteration 896, loss 1.2135732173919678, site loss 0.007606402039527893
Iteration 897, loss 1.2689900398254395, site loss 0.007521923631429672
Iteration 898, loss 1.265742301940918, site loss 0.009853038936853409
Iteration 899, loss 1.2192649841308594, site loss 0.007984934374690056
Iteration 900, loss 1.2699854373931885, site loss 0.007838260382413864
Iteration 901, loss 1.3387305736541748, site loss 0.009666326455771923
Iteration 902, loss 1.1969425678253174, site loss 0.007810661569237709
Iteration 903, loss 1.3042018413543701, site loss 0.009728491306304932
Iteration 904, loss 1.2388150691986084, site loss 0.007448467426002026
Iteration 905, loss 1.2898938655853271, site loss 0.00896781962364912
Iteration 906, loss 1.3837957382202148, site loss 0.009172715246677399
Iteration 907, loss 1.2894346714019775, site loss 0.008845675736665726
Iteration 908, loss 1.2131524085998535, site loss 0.007211429998278618
Iteration 909, loss 1.1661328077316284, site loss 0.009121757000684738
Iteration 910, loss 1.2774617671966553, site loss 0.010168362408876419
Iteration 911, loss 1.1613492965698242, site loss 0.006942751817405224
Iteration 912, loss 1.2127079963684082, site loss 0.00946013256907463
Iteration 913, loss 1.2809946537017822, site loss 0.006989271380007267
Iteration 914, loss 1.2987794876098633, site loss 0.009040948003530502
Iteration 915, loss 1.2756786346435547, site loss 0.008382739499211311
Iteration 916, loss 1.2576072216033936, site loss 0.009871597401797771
Iteration 917, loss 1.2399036884307861, site loss 0.010079656727612019
Iteration 918, loss 1.2299635410308838, site loss 0.008813291788101196
Iteration 919, loss 1.3006938695907593, site loss 0.009199483320116997
Iteration 920, loss 1.2859065532684326, site loss 0.0064143231138587
Iteration 921, loss 1.3252733945846558, site loss 0.009943470358848572
Iteration 922, loss 1.2165169715881348, site loss 0.00782067608088255
Iteration 923, loss 1.315263032913208, site loss 0.008875567466020584
Iteration 924, loss 1.3451869487762451, site loss 0.00920330360531807
Iteration 925, loss 1.3720115423202515, site loss 0.007920249365270138
Iteration 926, loss 1.3085951805114746, site loss 0.007692089304327965
Iteration 927, loss 1.3066842555999756, site loss 0.008635051548480988
Iteration 928, loss 1.3884168863296509, site loss 0.009593134745955467
Iteration 929, loss 1.3128435611724854, site loss 0.008674437180161476
Iteration 930, loss 1.3042151927947998, site loss 0.00965159386396408
Iteration 931, loss 1.5123059749603271, site loss 0.01900082267820835
Iteration 932, loss 1.2934726476669312, site loss 0.011692251078784466
Iteration 933, loss 1.3553988933563232, site loss 0.009208855219185352
Iteration 934, loss 1.2925097942352295, site loss 0.00830790400505066
Iteration 935, loss 1.3949370384216309, site loss 0.008151537738740444
Iteration 936, loss 1.3523284196853638, site loss 0.008510278537869453
Iteration 937, loss 1.257773995399475, site loss 0.008034118451178074
Iteration 938, loss 1.3637889623641968, site loss 0.010696039535105228
Iteration 939, loss 1.4185497760772705, site loss 0.01075197383761406
Iteration 940, loss 1.3590202331542969, site loss 0.009087739512324333
Iteration 941, loss 1.4069435596466064, site loss 0.009095006622374058
Iteration 942, loss 1.247417688369751, site loss 0.007912092842161655
Iteration 943, loss 1.288654088973999, site loss 0.007405892945826054
Iteration 944, loss 1.4050731658935547, site loss 0.010840162634849548
Iteration 945, loss 1.3400530815124512, site loss 0.007874934002757072
Iteration 946, loss 1.2745563983917236, site loss 0.0064386036247015
Iteration 947, loss 1.314162015914917, site loss 0.009198426268994808
Iteration 948, loss 1.3651793003082275, site loss 0.009974059648811817
Iteration 949, loss 1.3750996589660645, site loss 0.007194609846919775
Iteration 950, loss 1.2433103322982788, site loss 0.007849102839827538
Iteration 951, loss 1.2802485227584839, site loss 0.00823359377682209
Iteration 952, loss 1.3045833110809326, site loss 0.008010867983102798
Iteration 953, loss 1.2186312675476074, site loss 0.007260060869157314
Iteration 954, loss 1.2614853382110596, site loss 0.008486364968121052
Iteration 955, loss 1.2249878644943237, site loss 0.00899599865078926
Iteration 956, loss 1.3422176837921143, site loss 0.01034155860543251
Iteration 957, loss 1.256173849105835, site loss 0.007743857800960541
Iteration 958, loss 1.319250226020813, site loss 0.007718934211879969
Iteration 959, loss 1.2267537117004395, site loss 0.009329436346888542
Iteration 960, loss 1.3357207775115967, site loss 0.00941135548055172
Iteration 961, loss 1.2251209020614624, site loss 0.008966278284788132
Iteration 962, loss 1.2981271743774414, site loss 0.008132996037602425
Iteration 963, loss 1.3239864110946655, site loss 0.008673257194459438
Iteration 964, loss 1.357021450996399, site loss 0.008041135966777802
Iteration 965, loss 1.314650535583496, site loss 0.008817348629236221
Iteration 966, loss 1.3202028274536133, site loss 0.00696534151211381
Iteration 967, loss 1.2140381336212158, site loss 0.0069388472475111485
Iteration 968, loss 1.3466317653656006, site loss 0.007401885464787483
Iteration 969, loss 1.2860760688781738, site loss 0.008428887464106083
Iteration 970, loss 1.255584716796875, site loss 0.00947347842156887
Iteration 971, loss 1.3493101596832275, site loss 0.009163030423223972
Iteration 972, loss 1.4100847244262695, site loss 0.012072991579771042
Iteration 973, loss 1.264263391494751, site loss 0.008898737840354443
Iteration 974, loss 1.3487813472747803, site loss 0.012945747002959251
Iteration 975, loss 1.3069543838500977, site loss 0.010084254667162895
Iteration 976, loss 1.342106580734253, site loss 0.009721025824546814
Iteration 977, loss 1.4311639070510864, site loss 0.011998096480965614
Iteration 978, loss 1.3242849111557007, site loss 0.008532162755727768
Iteration 979, loss 1.3466377258300781, site loss 0.00939640961587429
Iteration 980, loss 1.398719072341919, site loss 0.009607367217540741
Iteration 981, loss 1.3700382709503174, site loss 0.009989531710743904
Iteration 982, loss 1.4151612520217896, site loss 0.010495219379663467
Iteration 983, loss 1.2930694818496704, site loss 0.009568005800247192
Iteration 984, loss 1.3733892440795898, site loss 0.009374994784593582
Iteration 985, loss 1.3333094120025635, site loss 0.00912962481379509
Iteration 986, loss 1.251598596572876, site loss 0.009062880650162697
Iteration 987, loss 1.2827508449554443, site loss 0.008160100318491459
Iteration 988, loss 1.2627739906311035, site loss 0.008911101147532463
Iteration 989, loss 1.2256207466125488, site loss 0.009160170331597328
Iteration 990, loss 1.3146625757217407, site loss 0.009967670775949955
Iteration 991, loss 1.2967498302459717, site loss 0.009638601914048195
Iteration 992, loss 1.3369274139404297, site loss 0.007824818603694439
Iteration 993, loss 1.287433385848999, site loss 0.01110921148210764
Iteration 994, loss 1.245136022567749, site loss 0.008313082158565521
Iteration 995, loss 1.2610440254211426, site loss 0.01024575810879469
Iteration 996, loss 1.286426067352295, site loss 0.008367298170924187
Iteration 997, loss 1.265378713607788, site loss 0.00789642333984375
Iteration 998, loss 1.3081022500991821, site loss 0.008722792379558086
Iteration 999, loss 1.2164268493652344, site loss 0.010367412120103836
embed_matrix_0
[[ 9.45316315e-01 -6.63625717e-01 -2.47278929e-01 -7.91995525e-01
   2.66303062e-01 -6.48389816e-01  4.97818947e-01  3.40559959e-01
   2.15496302e-01 -8.56987476e-01]
 [ 3.83930057e-01  3.92466098e-01 -1.53173351e+00  2.00248599e+00
  -1.39475989e+00  2.31676698e+00 -1.19107699e+00  1.90463936e+00
   4.32272851e-01  2.17376685e+00]
 [-2.35772324e+00 -1.15055406e+00 -1.99622488e+00 -7.47745112e-02
  -3.45795774e+00  1.09140408e+00 -7.54873231e-02  5.13258934e-01
   1.64636719e+00  1.14518988e+00]
 [-3.98358917e+00 -2.82311112e-01 -2.01754808e+00  1.82841241e+00
  -1.43880522e+00  1.82803106e+00  3.79113972e-01  1.54039264e-01
  -4.51503582e-02  7.56153047e-01]
 [-2.22083068e+00 -8.52681160e-01 -2.04856443e+00 -8.19472432e-01
  -2.59211874e+00  7.95609355e-01 -6.42791092e-02  2.66143394e+00
   1.05656779e+00  1.45006478e+00]
 [-2.96186972e+00 -2.00810361e+00 -1.33309329e+00  2.57848096e+00
   8.20554256e-01  1.25393546e+00 -1.13131499e+00  2.21775031e+00
   1.67922020e+00 -1.83464259e-01]
 [-1.40075731e+00 -2.04879785e+00 -1.32922435e+00  1.92631412e+00
  -1.56690907e+00  9.09434676e-01 -1.55715942e+00  2.83820629e+00
   1.60419452e+00 -4.07036275e-01]
 [-9.45507467e-01 -1.74928749e+00 -2.19265795e+00  2.09435892e+00
  -8.88350725e-01  5.17634511e-01  8.16006541e-01  1.60203075e+00
  -2.51008630e-01  2.56443596e+00]
 [-6.14135921e-01 -1.65809309e+00 -2.85566926e+00  2.20200658e+00
  -4.71569180e-01  1.00067139e+00 -2.77654558e-01  8.13814223e-01
  -2.03163162e-01  2.58036900e+00]
 [-2.91480875e+00  3.76545697e-01 -2.66040730e+00  1.72815967e+00
   2.78220892e-01  7.21985400e-01  3.33451211e-01  1.78122187e+00
   1.41775358e+00  1.97550750e+00]
 [-7.06868470e-01 -5.64206183e-01 -2.64062500e+00  1.81024957e+00
  -2.24756932e+00  9.01472628e-01 -3.74210507e-01  1.85085785e+00
   1.65458763e+00  7.39733934e-01]
 [-4.11360931e+00 -2.02880979e+00  3.36252272e-01  1.86020172e+00
  -1.45614004e+00  1.50814223e+00 -1.35340798e+00 -2.55703998e+00
   9.45748538e-02  3.13413954e+00]
 [ 1.65531591e-01 -2.31890410e-01  3.98530662e-01 -2.89011478e-01
  -1.30503786e+00  9.51870680e-02 -1.35359538e+00  9.57309604e-02
  -4.97069895e-01  7.37379313e-01]
 [-1.83332324e+00 -6.78308725e-01  1.52603090e+00  2.62230301e+00
  -1.36322284e+00  9.73321915e-01  1.97018623e+00  2.24496675e+00
   1.84930372e+00  2.39732695e+00]
 [ 1.12350866e-01 -3.36626005e+00 -1.40063345e+00 -5.37222445e-01
   4.77793843e-01  2.08080506e+00  5.48187494e-02  5.66307664e-01
   3.88522720e+00  3.30164361e+00]
 [-7.29365587e-01 -2.31734800e+00 -2.54148871e-01  2.10809946e+00
  -2.25046825e+00  3.67645979e-01 -7.73489356e-01  1.38754916e+00
  -1.60250485e-01  2.42552233e+00]
 [-1.22459745e+00 -9.40896749e-01 -1.35403454e-01  6.09140635e-01
  -8.98438573e-01  2.22672486e+00 -2.18296862e+00  1.81787610e+00
  -3.13153625e-01  2.72376633e+00]
 [-1.06375289e+00  1.19331487e-01 -4.64664370e-01  4.96905327e-01
  -6.70604289e-01  2.73782825e+00 -1.99194622e+00  2.01020837e+00
   5.42222941e-03  2.80866098e+00]
 [-6.27917230e-01 -5.21303415e-01 -1.03823566e+00  1.50477552e+00
  -1.32855654e+00  4.43114424e+00  5.21794200e-01  9.69531178e-01
  -8.04697752e-01  1.34595907e+00]
 [-2.01596189e+00 -1.31897306e+00 -1.15984952e+00  7.95389056e-01
  -1.15526950e+00  4.40219498e+00  9.27828431e-01  1.30539942e+00
  -1.37449145e+00  5.36660671e-01]
 [-4.55638111e-01 -2.32417345e+00 -1.15715422e-01  2.07802916e+00
  -2.76398158e+00  5.15586948e+00  4.36915487e-01 -6.12829864e-01
   8.32213402e-01 -6.36743724e-01]
 [-3.40221494e-01  7.95409501e-01 -1.00608873e+00  1.91484082e+00
  -1.57658660e+00  2.70164824e+00 -1.72289228e+00  6.11189306e-01
   1.14138496e+00  2.39261770e+00]
 [ 4.87070113e-01 -4.68832701e-01  8.42597842e-01 -3.70283052e-03
   8.31934631e-01  3.66315514e-01  4.47019607e-01  4.68586773e-01
  -6.73188686e-01  4.69465889e-02]
 [-2.48415232e-01 -7.88476467e-02 -9.73341703e-01  2.60946274e-01
   2.70831823e-01 -6.11693859e-02 -3.55926037e-01 -9.20017242e-01
   4.56774712e-01 -3.18113089e-01]
 [ 2.72086430e+00  1.84420288e+00 -2.26669526e+00 -8.20273876e-01
  -1.86714339e+00  4.08705282e+00  2.30055785e+00 -1.26412416e+00
   3.50133657e+00 -1.22492993e+00]
 [-4.00534391e-01 -4.29186821e-01 -6.91769838e-01  6.94278955e-01
   7.95188427e-01 -4.03327703e-01 -5.20312071e-01  6.78691626e-01
  -2.57214785e-01  5.92465878e-01]]
rnn/mlstm/mlstm/wx_0
[[ 0.13591333  0.20476301 -0.44928432 ...  0.50338674  0.3187794
  -0.05481836]
 [ 0.00249574  0.25909033  0.02700497 ...  0.38889122  0.14128451
  -0.07986668]
 [ 0.51784956  0.29715848 -0.12135425 ...  0.4590274   0.12185366
   0.10275473]
 ...
 [ 0.24942887 -0.54156995  0.13001315 ... -0.38084096 -0.49093193
  -0.17328191]
 [ 0.32901722 -0.63432485  0.13302204 ... -0.35607588  0.05398509
   0.07483019]
 [-0.20451519 -0.39909053 -0.04947459 ... -0.06057698 -0.16170985
  -0.25748163]]
rnn/mlstm/mlstm/wh_0
[[-0.0959952  -0.13734825 -0.0534667  ...  0.11811852 -0.09561936
  -0.04578298]
 [ 0.04130835 -0.08273108  0.01813831 ... -0.08964977 -0.05034361
   0.04085309]
 [-0.0153087  -0.05465198 -0.02113438 ...  0.03637807  0.12969024
   0.1390225 ]
 ...
 [ 0.07623739  0.17670657 -0.01258959 ... -0.12621571  0.02772299
   0.04462383]
 [-0.03943524 -0.02749317 -0.04625834 ... -0.03712094 -0.02175092
  -0.06584734]
 [ 0.01103237  0.03730058  0.00947449 ... -0.09060141  0.0587911
   0.06273528]]
rnn/mlstm/mlstm/wmx_0
[[ 0.3824302   0.7361987   0.07257926 ...  1.0254505   0.12720971
  -0.08745105]
 [ 0.1919942   0.12137306 -1.079857   ...  0.04906245  0.1264982
  -0.01728408]
 [-0.01358619 -0.33221522  0.09168078 ... -0.08281019  0.20417851
   0.18191695]
 ...
 [ 0.16994692  0.6111441  -0.06164561 ...  0.08644017 -0.20028542
   0.4691206 ]
 [ 0.3426797  -0.05781324 -0.2931392  ... -0.09778024  0.00421549
  -0.07924173]
 [-0.47806287 -0.24840525  0.05529941 ... -0.01786741 -0.33704332
   0.40921238]]
rnn/mlstm/mlstm/wmh_0
[[ 0.11286357 -0.13689874  0.0085525  ... -0.11363865  0.05442432
  -0.05759985]
 [ 0.07824938 -0.0017412  -0.09835926 ... -0.0546634   0.10268113
  -0.07892624]
 [ 0.06358919  0.03393447 -0.06428291 ... -0.01695627 -0.12246627
  -0.01702828]
 ...
 [ 0.01224696 -0.01257737  0.02779799 ...  0.10926439 -0.04773615
  -0.04668061]
 [-0.1048447  -0.01944469 -0.01379786 ...  0.08080803 -0.11468817
   0.07767067]
 [ 0.08119249  0.08744273 -0.0491201  ... -0.18527712  0.02205364
   0.19583738]]
rnn/mlstm/mlstm/b_0
[2.877773  2.7679977 2.9447987 ... 3.042665  2.9773796 2.9957247]
rnn/mlstm/mlstm/gx_0
[0.57052547 0.83185357 1.001372   ... 0.83157533 0.83069885 0.9042669 ]
rnn/mlstm/mlstm/gh_0
[1.6201919 1.1085644 1.3018073 ... 0.9642134 1.0746017 0.9239057]
rnn/mlstm/mlstm/gmx_0
[1.5817949 1.7930588 1.9247621 ... 1.2134557 1.2561221 1.3543391]
rnn/mlstm/mlstm/gmh_0
[1.5814409 1.7920394 1.9238728 ... 1.2129769 1.255866  1.353846 ]
fully_connected/weights_0
[[-5.0791036e-02 -1.6908509e-01 -3.6725011e-01 ... -1.1383758e-01
  -1.6334297e-01 -5.6175089e-01]
 [ 2.3578358e-04  5.0439745e-02 -8.5378513e-03 ...  8.8680704e-04
  -9.6372887e-03  2.5007922e-02]
 [-2.3252109e-01 -2.8688413e-01 -4.4807363e-01 ...  3.7494183e-03
   6.8959840e-02 -6.2061492e-03]
 ...
 [ 3.6279991e-02 -2.9898020e-02  3.8887812e-03 ...  1.5692274e-03
   3.3295529e-03 -8.0414049e-02]
 [ 9.8252423e-02 -2.7251825e-02 -8.2661100e-02 ...  3.0429959e-02
   4.7274943e-02  4.8478153e-02]
 [-1.7275451e-01  1.8812418e-02 -1.0247985e-01 ...  6.6167578e-02
   5.4896660e-02 -7.0934251e-02]]
fully_connected/biases_0
[ -1.6590034   -0.19421984  -1.2318509   -0.05036132  -0.6024646
  -0.32217482  -0.25169992  -0.8597735   -0.8018915   -0.96207166
  -1.3236399   -9.846551    -0.5648262   -0.42638537  -0.8925787
  -0.9930373   -1.1596243   -1.3374628   -1.4637463   -1.9607242
  -0.63547575 -10.209306   -10.212627   -10.204994     1.2829455 ]
fully_connected_1/weights_0
[[-0.0103362  -0.05066273 -0.10658452]
 [ 0.01086971 -0.06394462 -0.00809708]
 [-0.00593118 -0.03637129 -0.07010455]
 ...
 [ 0.00793194 -0.03273097 -0.02980066]
 [ 0.00999584 -0.01317691  0.08451442]
 [ 0.00942544 -0.03570665 -0.05209455]]
fully_connected_1/biases_0
[ 0.01518521 -0.01753565 -0.01255781]
Traceback (most recent call last):
  File "train_script.py", line 152, in <module>
    np.save('{args.save_dir}/losses.npy', losses)
  File "/global/software/sl-7.x86_64/modules/apps/ml/tensorflow/1.12.0-py36/lib/python3.6/site-packages/numpy/lib/npyio.py", line 524, in save
    fid = open(file, "wb")
FileNotFoundError: [Errno 2] No such file or directory: '{args.save_dir}/losses.npy'
