Namespace(init_path='UniRep/1900_weights', n_layers=1, num_iters=1000, rnn_size=1900, save_dir='1000_iters_hs1900_nl4_pt_nosite', site_loss=True)
Uniprot data had already been processed. Loading from csv
WARNING:tensorflow:From /clusterfs/mhg/sprasad/CTA/geometries/UniRep_finetune_forest/UniRep/unirep.py:113: calling l2_normalize (from tensorflow.python.ops.nn_impl) with dim is deprecated and will be removed in a future version.
Instructions for updating:
dim is deprecated, use axis instead
2020-05-07 14:26:44.388025: E tensorflow/stream_executor/cuda/cuda_driver.cc:300] failed call to cuInit: CUDA_ERROR_NO_DEVICE: no CUDA-capable device is detected
2020-05-07 14:26:44.388100: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:150] kernel driver does not appear to be running on this host (n0071.mhg0): /proc/driver/nvidia/version does not exist
Size of training data: 49839, size of test data: 12460
WARNING:tensorflow:From /global/software/sl-7.x86_64/modules/apps/ml/tensorflow/1.12.0-py36/lib/python3.6/site-packages/tensorflow/python/ops/sparse_ops.py:1165: sparse_to_dense (from tensorflow.python.ops.sparse_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Create a `tf.sparse.SparseTensor` and use `tf.sparse.to_dense` instead.
WARNING:tensorflow:From /clusterfs/mhg/sprasad/CTA/geometries/UniRep_finetune_forest/UniRep/data_utils.py:190: group_by_window (from tensorflow.contrib.data.python.ops.grouping) is deprecated and will be removed in a future version.
Instructions for updating:
Use `tf.data.experimental.group_by_window(...)`.
START OF TRAINING FOR 1000 ITERATIONS
Iteration 0, loss 2.6234827041625977, site loss 0.9441781044006348
Iteration 807, loss 1.3196704387664795, site loss 0.010897334665060043
Iteration 808, loss 1.3613176345825195, site loss 0.011332908645272255
Iteration 809, loss 1.3039166927337646, site loss 0.009755808860063553
Iteration 810, loss 1.3280293941497803, site loss 0.010131937451660633
Iteration 811, loss 1.2954295873641968, site loss 0.009491289965808392
Iteration 812, loss 1.3134465217590332, site loss 0.008925721049308777
Iteration 813, loss 1.3629412651062012, site loss 0.009690238162875175
Iteration 814, loss 1.297654628753662, site loss 0.009651911444962025
Iteration 815, loss 1.290315866470337, site loss 0.007453517988324165
Iteration 816, loss 1.2671788930892944, site loss 0.008833120577037334
Iteration 817, loss 1.2618399858474731, site loss 0.00893053226172924
Iteration 818, loss 1.2868750095367432, site loss 0.008008872158825397
Iteration 819, loss 1.2697386741638184, site loss 0.010092569515109062
Iteration 820, loss 1.277677059173584, site loss 0.009229745715856552
Iteration 821, loss 1.307867169380188, site loss 0.007761614862829447
Iteration 822, loss 1.291129231452942, site loss 0.008044818416237831
Iteration 823, loss 1.2813150882720947, site loss 0.009345347061753273
Iteration 824, loss 1.3512989282608032, site loss 0.008599597029387951
Iteration 825, loss 1.37872314453125, site loss 0.009503183886408806
Iteration 826, loss 1.309788703918457, site loss 0.008904624730348587
Iteration 827, loss 1.2494664192199707, site loss 0.009701219387352467
Iteration 828, loss 1.3028342723846436, site loss 0.009369506500661373
Iteration 829, loss 1.3321075439453125, site loss 0.00840101670473814
Iteration 830, loss 1.329433798789978, site loss 0.009077636525034904
Iteration 831, loss 1.2738230228424072, site loss 0.009034421294927597
Iteration 832, loss 1.3091533184051514, site loss 0.01093741599470377
Iteration 833, loss 1.3376307487487793, site loss 0.009985586628317833
Iteration 834, loss 1.2748711109161377, site loss 0.007553250528872013
Iteration 835, loss 1.2094248533248901, site loss 0.006249627564102411
Iteration 836, loss 1.3739336729049683, site loss 0.010217439383268356
Iteration 837, loss 1.3216161727905273, site loss 0.010956047102808952
Iteration 838, loss 1.270459771156311, site loss 0.008410211652517319
Iteration 839, loss 1.2537240982055664, site loss 0.008786207064986229
Iteration 840, loss 1.1861307621002197, site loss 0.008928832598030567
Iteration 841, loss 1.2889823913574219, site loss 0.010080687701702118
Iteration 842, loss 1.249616265296936, site loss 0.01043158769607544
Iteration 843, loss 1.2686148881912231, site loss 0.009286965243518353
Iteration 844, loss 1.3598531484603882, site loss 0.010664300993084908
Iteration 845, loss 1.2553791999816895, site loss 0.007178374100476503
Iteration 846, loss 1.2965270280838013, site loss 0.009438890963792801
Iteration 847, loss 1.2262053489685059, site loss 0.009305858053267002
Iteration 848, loss 1.2061008214950562, site loss 0.007748143747448921
Iteration 849, loss 1.2834794521331787, site loss 0.008550313301384449
Iteration 850, loss 1.3224458694458008, site loss 0.008710719645023346
Iteration 851, loss 1.2527934312820435, site loss 0.007937831804156303
Iteration 852, loss 1.1959478855133057, site loss 0.00559790525585413
Iteration 853, loss 1.2306530475616455, site loss 0.007704542949795723
Iteration 854, loss 1.2030160427093506, site loss 0.0066367145627737045
Iteration 855, loss 1.2271959781646729, site loss 0.006486190017312765
Iteration 856, loss 1.2606439590454102, site loss 0.009023689664900303
Iteration 857, loss 1.2282917499542236, site loss 0.008823676034808159
Iteration 858, loss 1.2080867290496826, site loss 0.00873420387506485
Iteration 859, loss 1.246185064315796, site loss 0.009440016932785511
Iteration 860, loss 1.2080646753311157, site loss 0.00872752908617258
Iteration 861, loss 1.253786563873291, site loss 0.007411100901663303
Iteration 862, loss 1.25151526927948, site loss 0.009476922452449799
Iteration 863, loss 1.2355480194091797, site loss 0.008471654728055
Iteration 864, loss 1.1613006591796875, site loss 0.007721366360783577
Iteration 865, loss 1.2821781635284424, site loss 0.010562621988356113
Iteration 866, loss 1.2407530546188354, site loss 0.007178127765655518
Iteration 867, loss 1.255683183670044, site loss 0.007932040840387344
Iteration 868, loss 1.323878288269043, site loss 0.009877162985503674
Iteration 869, loss 1.2349035739898682, site loss 0.007509616669267416
Iteration 870, loss 1.337870478630066, site loss 0.0073647163808345795
Iteration 871, loss 1.2578386068344116, site loss 0.009083157405257225
Iteration 872, loss 1.26761794090271, site loss 0.010016510263085365
Iteration 873, loss 1.195300817489624, site loss 0.006725623272359371
Iteration 874, loss 1.3111011981964111, site loss 0.010576099157333374
Iteration 875, loss 1.1608326435089111, site loss 0.00778372585773468
Iteration 876, loss 1.2002918720245361, site loss 0.008661828935146332
Iteration 877, loss 1.273829698562622, site loss 0.009489381685853004
Iteration 878, loss 1.3325583934783936, site loss 0.009075295180082321
Iteration 879, loss 1.330263614654541, site loss 0.008352681994438171
Iteration 880, loss 1.2214410305023193, site loss 0.007707056123763323
Iteration 881, loss 1.2348459959030151, site loss 0.006763999816030264
Iteration 882, loss 1.2670214176177979, site loss 0.009894512593746185
Iteration 883, loss 1.2675907611846924, site loss 0.00728550786152482
Iteration 884, loss 1.2178388833999634, site loss 0.0077549973502755165
Iteration 885, loss 1.2312922477722168, site loss 0.007527866866439581
Iteration 886, loss 1.294968843460083, site loss 0.010525857098400593
Iteration 887, loss 1.2794761657714844, site loss 0.008549698628485203
Iteration 888, loss 1.2290977239608765, site loss 0.008513549342751503
Iteration 889, loss 1.2531968355178833, site loss 0.008750892244279385
Iteration 890, loss 1.2237900495529175, site loss 0.00655007641762495
Iteration 891, loss 1.2465935945510864, site loss 0.008749101310968399
Iteration 892, loss 1.2322407960891724, site loss 0.0075626675970852375
Iteration 893, loss 1.2592570781707764, site loss 0.009157637134194374
Iteration 894, loss 1.2882897853851318, site loss 0.0072530051693320274
Iteration 895, loss 1.2427829504013062, site loss 0.006874108221381903
Iteration 896, loss 1.2264692783355713, site loss 0.006969601381570101
Iteration 897, loss 1.2750272750854492, site loss 0.007891460321843624
Iteration 898, loss 1.261645793914795, site loss 0.008762507699429989
Iteration 899, loss 1.223717451095581, site loss 0.008720410987734795
Iteration 900, loss 1.1867120265960693, site loss 0.00835518166422844
Iteration 901, loss 1.2945940494537354, site loss 0.007549541536718607
Iteration 902, loss 1.1933894157409668, site loss 0.00658030342310667
Iteration 903, loss 1.2374910116195679, site loss 0.007837103679776192
Iteration 904, loss 1.1814839839935303, site loss 0.007031028624624014
Iteration 905, loss 1.1867246627807617, site loss 0.007372535299509764
Iteration 906, loss 1.2772282361984253, site loss 0.008027509786188602
Iteration 907, loss 1.2593058347702026, site loss 0.007746221497654915
Iteration 908, loss 1.1605427265167236, site loss 0.005663060583174229
Iteration 909, loss 1.1635087728500366, site loss 0.007874850183725357
Iteration 910, loss 1.2130990028381348, site loss 0.006331328302621841
Iteration 911, loss 1.2049131393432617, site loss 0.007210989017039537
Iteration 912, loss 1.228471040725708, site loss 0.009324859827756882
Iteration 913, loss 1.3062748908996582, site loss 0.008327294141054153
Iteration 914, loss 1.2021355628967285, site loss 0.006737983785569668
Iteration 915, loss 1.2055296897888184, site loss 0.007326900493353605
Iteration 916, loss 1.2047529220581055, site loss 0.00807937327772379
Iteration 917, loss 1.3362869024276733, site loss 0.010578561574220657
Iteration 918, loss 1.2158701419830322, site loss 0.006379988975822926
Iteration 919, loss 1.2820827960968018, site loss 0.007694168947637081
Iteration 920, loss 1.3320103883743286, site loss 0.010469205677509308
Iteration 921, loss 1.153056025505066, site loss 0.00690927030518651
Iteration 922, loss 1.3502309322357178, site loss 0.009493755176663399
Iteration 923, loss 1.2862716913223267, site loss 0.008994122967123985
Iteration 924, loss 1.2401736974716187, site loss 0.008825542405247688
Iteration 925, loss 1.211134910583496, site loss 0.006466269958764315
Iteration 926, loss 1.2485252618789673, site loss 0.006936565972864628
Iteration 927, loss 1.226693868637085, site loss 0.006544673815369606
Iteration 928, loss 1.3011670112609863, site loss 0.006865606643259525
Iteration 929, loss 1.1997857093811035, site loss 0.007673175539821386
Iteration 930, loss 1.339586615562439, site loss 0.0070572830736637115
Iteration 931, loss 1.2085704803466797, site loss 0.007792871445417404
Iteration 932, loss 1.2097382545471191, site loss 0.006694483570754528
Iteration 933, loss 1.2259349822998047, site loss 0.00974389910697937
Iteration 934, loss 1.4856995344161987, site loss 0.016665086150169373
Iteration 935, loss 1.2060484886169434, site loss 0.006005885079503059
Iteration 936, loss 1.379462718963623, site loss 0.009008249267935753
Iteration 937, loss 1.235626220703125, site loss 0.007710943929851055
Iteration 938, loss 1.2886563539505005, site loss 0.007395963184535503
Iteration 939, loss 1.3087018728256226, site loss 0.007251247297972441
Iteration 940, loss 1.2167210578918457, site loss 0.007695200853049755
Iteration 941, loss 1.2447004318237305, site loss 0.007383179850876331
Iteration 942, loss 1.2789990901947021, site loss 0.007065554149448872
Iteration 943, loss 1.2564244270324707, site loss 0.007870822213590145
Iteration 944, loss 1.3040108680725098, site loss 0.008471887558698654
Iteration 945, loss 1.1638169288635254, site loss 0.006282661575824022
Iteration 946, loss 1.3139770030975342, site loss 0.0076477015390992165
Iteration 947, loss 1.21038818359375, site loss 0.008351444266736507
Iteration 948, loss 1.2778277397155762, site loss 0.008535448461771011
Iteration 949, loss 1.2709193229675293, site loss 0.006542401388287544
Iteration 950, loss 1.2810896635055542, site loss 0.010150555521249771
Iteration 951, loss 1.2126455307006836, site loss 0.006166546605527401
Iteration 952, loss 1.3005881309509277, site loss 0.008166618645191193
Iteration 953, loss 1.2836658954620361, site loss 0.008963430300354958
Iteration 954, loss 1.2753570079803467, site loss 0.006850018631666899
Iteration 955, loss 1.2018452882766724, site loss 0.00678851455450058
Iteration 956, loss 1.3002232313156128, site loss 0.009134420193731785
Iteration 957, loss 1.2118337154388428, site loss 0.006519651506096125
Iteration 958, loss 1.300446629524231, site loss 0.0074068279936909676
Iteration 959, loss 1.2357914447784424, site loss 0.00751908216625452
Iteration 960, loss 1.309971809387207, site loss 0.00785258412361145
Iteration 961, loss 1.2639312744140625, site loss 0.005911266431212425
Iteration 962, loss 1.2471123933792114, site loss 0.00781412236392498
Iteration 963, loss 1.230480432510376, site loss 0.007019408047199249
Iteration 964, loss 1.3248506784439087, site loss 0.009091969579458237
Iteration 965, loss 1.1906402111053467, site loss 0.005967093165963888
Iteration 966, loss 1.238797903060913, site loss 0.009913724847137928
Iteration 967, loss 1.2779003381729126, site loss 0.008174183778464794
Iteration 968, loss 1.1783742904663086, site loss 0.007368685211986303
Iteration 969, loss 1.137895107269287, site loss 0.007900364696979523
Iteration 970, loss 1.3160759210586548, site loss 0.007252952083945274
Iteration 971, loss 1.2962806224822998, site loss 0.00742805190384388
Iteration 972, loss 1.3667521476745605, site loss 0.012031905353069305
Iteration 973, loss 1.2863855361938477, site loss 0.007688351906836033
Iteration 974, loss 1.2675540447235107, site loss 0.00912350695580244
Iteration 975, loss 1.298705816268921, site loss 0.008370221592485905
Iteration 976, loss 1.2708971500396729, site loss 0.009129328653216362
Iteration 977, loss 1.329185962677002, site loss 0.010043838061392307
Iteration 978, loss 1.2552803754806519, site loss 0.006859283894300461
Iteration 979, loss 1.2390305995941162, site loss 0.009221930056810379
Iteration 980, loss 1.2583682537078857, site loss 0.007665060926228762
Iteration 981, loss 1.2189216613769531, site loss 0.009092742577195168
Iteration 982, loss 1.1719703674316406, site loss 0.008549951016902924
Iteration 983, loss 1.3608012199401855, site loss 0.011052314192056656
Iteration 984, loss 1.2660143375396729, site loss 0.009739895351231098
Iteration 985, loss 1.291007161140442, site loss 0.008708169683814049
Iteration 986, loss 1.2947965860366821, site loss 0.008096270263195038
Iteration 987, loss 1.332273244857788, site loss 0.011023405939340591
Iteration 988, loss 1.2592179775238037, site loss 0.00850655697286129
Iteration 989, loss 1.1595818996429443, site loss 0.007654161192476749
Iteration 990, loss 1.2697944641113281, site loss 0.008667515590786934
Iteration 991, loss 1.1842764616012573, site loss 0.007390037178993225
Iteration 992, loss 1.2398016452789307, site loss 0.009765291586518288
Iteration 993, loss 1.1420457363128662, site loss 0.007320422679185867
Iteration 994, loss 1.2137559652328491, site loss 0.007711770478636026
Iteration 995, loss 1.155651569366455, site loss 0.007337414659559727
Iteration 996, loss 1.2180702686309814, site loss 0.008665360510349274
Iteration 997, loss 1.3155500888824463, site loss 0.010121224448084831
Iteration 998, loss 1.2224910259246826, site loss 0.008938631042838097
Iteration 999, loss 1.2576041221618652, site loss 0.008406534790992737
embed_matrix_0
[[ 9.4531631e-01 -6.6362572e-01 -2.4727893e-01 -7.9199553e-01
   2.6630306e-01 -6.4838982e-01  4.9781895e-01  3.4055996e-01
   2.1549630e-01 -8.5698748e-01]
 [ 3.7762475e-01  4.2707652e-01 -1.5666480e+00  1.9663838e+00
  -1.4145939e+00  2.2890637e+00 -1.1383598e+00  1.9286031e+00
   4.2996952e-01  2.1971905e+00]
 [-2.3371370e+00 -1.1667494e+00 -1.9779135e+00 -8.9416943e-02
  -3.4616404e+00  1.0992746e+00 -3.3455946e-02  5.0646788e-01
   1.6556758e+00  1.1704848e+00]
 [-3.9671674e+00 -2.5036371e-01 -2.0163848e+00  1.8442382e+00
  -1.4473797e+00  1.8149723e+00  3.8481963e-01  1.5112814e-01
  -6.4742163e-02  7.7187371e-01]
 [-2.2142050e+00 -8.4359300e-01 -2.0352168e+00 -8.1791079e-01
  -2.5947077e+00  7.7171195e-01 -6.6096812e-02  2.6684675e+00
   1.0628113e+00  1.4594271e+00]
 [-2.9565830e+00 -1.9874620e+00 -1.3260667e+00  2.5626478e+00
   8.1182522e-01  1.2457634e+00 -1.0886284e+00  2.2258182e+00
   1.6820369e+00 -1.6340098e-01]
 [-1.4169734e+00 -2.0407064e+00 -1.3329562e+00  1.9283203e+00
  -1.5640134e+00  8.9594769e-01 -1.5698057e+00  2.8287652e+00
   1.6022129e+00 -3.9462242e-01]
 [-9.2960262e-01 -1.7414360e+00 -2.2032959e+00  2.0831892e+00
  -8.8344693e-01  5.1150095e-01  8.2282043e-01  1.5926155e+00
  -2.7255625e-01  2.5623534e+00]
 [-5.9935945e-01 -1.6447103e+00 -2.8671434e+00  2.2154741e+00
  -4.7831061e-01  9.6427572e-01 -2.5423193e-01  8.0679041e-01
  -2.0589176e-01  2.5838077e+00]
 [-2.9381766e+00  3.7434462e-01 -2.6715438e+00  1.7254766e+00
   3.1119075e-01  7.1070772e-01  3.5934386e-01  1.7745707e+00
   1.3858186e+00  1.9498841e+00]
 [-7.0174545e-01 -5.4487544e-01 -2.6685939e+00  1.8239434e+00
  -2.2617886e+00  8.9570570e-01 -3.6711860e-01  1.8699018e+00
   1.6497146e+00  7.2135198e-01]
 [-4.1019654e+00 -2.0570648e+00  3.3074844e-01  1.8603436e+00
  -1.4391742e+00  1.4775004e+00 -1.3660127e+00 -2.5722854e+00
   9.8942153e-02  3.1414404e+00]
 [ 1.4961120e-01 -2.0231092e-01  4.6213919e-01 -3.6523953e-01
  -1.1599414e+00  2.2692247e-03 -1.1504644e+00 -1.3178416e-01
  -6.8522626e-01  6.5593243e-01]
 [-1.8418289e+00 -6.6648161e-01  1.5376490e+00  2.5998120e+00
  -1.3605092e+00  9.7436881e-01  1.9595506e+00  2.2429178e+00
   1.8423136e+00  2.3901501e+00]
 [ 1.5016469e-01 -3.3753610e+00 -1.4061821e+00 -5.8636516e-01
   5.2290404e-01  2.0931160e+00  5.2520506e-02  5.5606824e-01
   3.8791475e+00  3.3191648e+00]
 [-7.2067940e-01 -2.3224456e+00 -2.3113365e-01  2.1048641e+00
  -2.2388754e+00  3.6143559e-01 -7.9672384e-01  1.3770143e+00
  -1.7950892e-01  2.4175024e+00]
 [-1.2332218e+00 -9.5947284e-01 -1.3552174e-01  6.1031729e-01
  -8.6814147e-01  2.2168720e+00 -2.1821663e+00  1.8113648e+00
  -3.0988351e-01  2.7280180e+00]
 [-1.0766020e+00  1.2273632e-01 -4.7814202e-01  4.8460668e-01
  -6.7598099e-01  2.7359445e+00 -1.9684308e+00  2.0016556e+00
  -8.2934992e-03  2.8179731e+00]
 [-6.1339641e-01 -5.3130507e-01 -1.0319999e+00  1.4918594e+00
  -1.3197865e+00  4.4455147e+00  5.5050850e-01  9.8250443e-01
  -8.0672169e-01  1.3525966e+00]
 [-2.0263438e+00 -1.3266017e+00 -1.1322531e+00  7.8437334e-01
  -1.1429154e+00  4.4285364e+00  9.5286059e-01  1.3051000e+00
  -1.3950238e+00  5.2875614e-01]
 [-4.7860402e-01 -2.2990046e+00 -1.3593262e-01  2.0681994e+00
  -2.7529600e+00  5.1427245e+00  4.0405893e-01 -5.8547372e-01
   8.1472117e-01 -6.1989737e-01]
 [-3.4724772e-01  8.0818057e-01 -9.9481380e-01  1.9172970e+00
  -1.5859660e+00  2.7214689e+00 -1.7099200e+00  6.2572706e-01
   1.1296102e+00  2.3917117e+00]
 [ 4.8707011e-01 -4.6883270e-01  8.4259784e-01 -3.7028305e-03
   8.3193463e-01  3.6631551e-01  4.4701961e-01  4.6858677e-01
  -6.7318869e-01  4.6946589e-02]
 [-2.4841523e-01 -7.8847647e-02 -9.7334170e-01  2.6094627e-01
   2.7083182e-01 -6.1169386e-02 -3.5592604e-01 -9.2001724e-01
   4.5677471e-01 -3.1811309e-01]
 [ 2.7690740e+00  1.8335147e+00 -2.2809772e+00 -7.9212528e-01
  -1.8822223e+00  4.1183896e+00  2.2705779e+00 -1.2475266e+00
   3.5286033e+00 -1.1908730e+00]
 [-4.0053439e-01 -4.2918682e-01 -6.9176984e-01  6.9427896e-01
   7.9518843e-01 -4.0332770e-01 -5.2031207e-01  6.7869163e-01
  -2.5721478e-01  5.9246588e-01]]
rnn/mlstm/mlstm/wx_0
[[ 0.10048319  0.20249149 -0.45981032 ...  0.50959647  0.36885247
  -0.05032751]
 [-0.03255828  0.23569642  0.0533215  ...  0.4096343   0.10307093
  -0.04701159]
 [ 0.5246924   0.29806393 -0.12241385 ...  0.47790697  0.13609907
   0.09513337]
 ...
 [ 0.29815382 -0.4876087   0.16204625 ... -0.37171507 -0.49606422
  -0.1622233 ]
 [ 0.2870698  -0.6022514   0.13478088 ... -0.28780988  0.09961881
   0.06071072]
 [-0.21338117 -0.46589154 -0.0548175  ... -0.07141599 -0.13871096
  -0.30051807]]
rnn/mlstm/mlstm/wh_0
[[-0.10265569 -0.18454725 -0.07758266 ...  0.0430256  -0.05058567
  -0.0581021 ]
 [-0.0047196  -0.08749159 -0.06819361 ... -0.10511478 -0.08746262
   0.05891916]
 [-0.04603881 -0.12037263 -0.0068205  ...  0.09866963  0.06504888
   0.11612732]
 ...
 [ 0.08260071  0.16531943 -0.04229071 ... -0.10501474  0.00618196
   0.02929503]
 [-0.0091562  -0.00960845 -0.02448618 ...  0.0003112  -0.02279539
   0.01199591]
 [-0.0107499   0.04505077 -0.01730925 ... -0.15140048  0.00505834
   0.0260949 ]]
rnn/mlstm/mlstm/wmx_0
[[ 0.38450697  0.7491759   0.09219804 ...  1.0303712   0.14872287
  -0.10363264]
 [ 0.25580174  0.12117297 -1.1010351  ...  0.04512994  0.08058687
  -0.05333899]
 [-0.02860186 -0.31605735  0.09719585 ... -0.08137119  0.24538785
   0.1878594 ]
 ...
 [ 0.15421247  0.6208773  -0.06776959 ...  0.09007471 -0.1870258
   0.48085266]
 [ 0.33057833 -0.0916146  -0.25746593 ... -0.09292378  0.00348752
  -0.03997805]
 [-0.4707368  -0.25028792  0.04240104 ...  0.00112198 -0.31279603
   0.44959995]]
rnn/mlstm/mlstm/wmh_0
[[ 0.14701945 -0.15841374 -0.05914005 ... -0.08215918 -0.01665653
  -0.02861892]
 [ 0.08898497 -0.03984508 -0.05059856 ... -0.0838673   0.08649793
  -0.0711226 ]
 [ 0.02169273  0.00094164 -0.06107165 ... -0.00517822 -0.09926154
  -0.04676931]
 ...
 [ 0.00684343 -0.02316095 -0.00059623 ...  0.10614545  0.01306034
  -0.0551053 ]
 [-0.06224521 -0.06602556 -0.00353187 ...  0.1252848  -0.06443079
   0.06901939]
 [-0.01810624  0.0777278  -0.03517171 ... -0.1941373   0.04122957
   0.14816011]]
rnn/mlstm/mlstm/b_0
[2.8846056 2.7643569 2.9300942 ... 3.0360014 3.0144367 2.9884706]
rnn/mlstm/mlstm/gx_0
[0.61945504 0.8333323  0.99397206 ... 0.8379356  0.78993034 0.9055399 ]
rnn/mlstm/mlstm/gh_0
[1.6192625  1.1113647  1.3372495  ... 0.95362514 1.0064565  0.9807314 ]
rnn/mlstm/mlstm/gmx_0
[1.5899814 1.8164955 1.9343221 ... 1.1993469 1.2900522 1.3764164]
rnn/mlstm/mlstm/gmh_0
[1.5896268 1.8154762 1.9334326 ... 1.1988682 1.289796  1.3759233]
fully_connected/weights_0
[[-0.10474175 -0.22555856 -0.30415457 ... -0.11482231 -0.16449519
  -0.5560854 ]
 [ 0.03222087 -0.01189191 -0.03752938 ...  0.01386477  0.00382517
   0.06453051]
 [-0.12529288 -0.28049013 -0.32713667 ... -0.01147071  0.05370649
  -0.01859566]
 ...
 [-0.04035051  0.00887146 -0.00493755 ...  0.00464287  0.00646375
  -0.09237419]
 [ 0.02820693  0.0187585  -0.05965707 ...  0.00506994  0.02136058
  -0.03070873]
 [-0.20257027  0.0678217  -0.07843481 ...  0.09034383  0.07699694
   0.02864904]]
fully_connected/biases_0
[ -1.6626253   -0.19238056  -1.2346075   -0.04837455  -0.6038908
  -0.31929788  -0.24760352  -0.8645084   -0.8043198   -0.96342874
  -1.3250101   -9.861444    -0.5702089   -0.4182143   -0.8935436
  -0.98940295  -1.1603819   -1.3404244   -1.4627982   -1.9649829
  -0.63666314 -10.215276   -10.215427   -10.208282     1.2841522 ]
fully_connected_1/weights_0
[[-0.04771633  0.04979074  0.01041197]
 [-0.0084759  -0.01793955  0.03418843]
 [ 0.08131944  0.04040453 -0.11156628]
 ...
 [ 0.01108642 -0.04555387  0.04516435]
 [ 0.0735616  -0.02792254 -0.03400868]
 [-0.04927791 -0.00393944  0.03279999]]
fully_connected_1/biases_0
[ 0.01517697 -0.01853584 -0.01197146]
Traceback (most recent call last):
  File "train_script.py", line 152, in <module>
    np.save('{args.save_dir}/losses.npy', losses)
  File "/global/software/sl-7.x86_64/modules/apps/ml/tensorflow/1.12.0-py36/lib/python3.6/site-packages/numpy/lib/npyio.py", line 524, in save
    fid = open(file, "wb")
FileNotFoundError: [Errno 2] No such file or directory: '{args.save_dir}/losses.npy'
